Cross_Validation	Asegurado_id	Ind_Ramo_Canal_Vigente	Meses_Antiguedad_Ramo_Canal	Canal_Agrup_Id	Ind_Exequial	Ind_Accidentes_Personales	Ind_Automoviles	Ind_Hogar	Ind_SuRenta	Ind_MasVida	Ind_Soat	Ind_Renta_Educativa	Ind_Otros_Personales	Ind_Salud	Ind_Otros_Empresariales	Ind_Arrendamiento	Ind_Renta_Pensional	Ind_Desempleo	Ind_Vida	Produccion_Emitida_Grupo_Cliente	Porc_RT_Grupo_Cliente	Frecuencia_Anual_Siniestros_Grupo_Cliente	Monto_Pagado_Siniestros_Grupo_Cliente	Recencia_Meses_Ultimo_Siniestros_Grupo_Cliente	Cont_Compania_Cliente	Regional_Contacto_id	Sexo_id	Edad	Numero_Hijos	Ind_Dependientes_Menores18	Ind_Dependientes_Mayores18	Nivel_Ingreso_id	Nivel_Estudios_id	Estado_Civil_id	Ind_Independiente	Cont_Quejas	Cont_Peticion	Cont_Inquietud	Ind_Tipo_Negocio_Colectivo	Ind_Forma_Pago_Mensual	Ind_Forma_Pago_Anual	Ind_Tipo_Pago_Caja_Sura	Ind_Tipo_Pago_Financiacion_Sura
0	533	0	36	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	966,689.54	-53.65	0.2	719,875.13	1.67	2	2	2	47	1	0	0	10	2	5	0	0	0	0	1	1	0	1	0
0	534	0	13	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	783,986.91	-50.69	0	0	0	1	3	2	29	-1	0	0	99	-1	-1	0	0	1	0	1	0	1	0	0
0	535	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,165,241.64	6.45	0.12	530,843.14	1.14	2	2	2	75	2	0	0	10	-1	1	1	0	0	0	1	1	0	1	0
0	536	0	24	24,390,648	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	839,643.80	9.87	0	0	0	3	2	2	30	0	0	0	10	3	5	0	0	1	2	1	0	1	1	0
0	537	1	29	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	57,038.00	11.16	0	0	0	1	4	1	24	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
1	538	0	23	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,221,676.63	23.33	0.13	536,191.43	1.19	2	3	2	34	0	0	1	7	-1	1	0	1	1	9	1	1	0	1	0
1	539	0	9	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	944,073.42	-33.62	0	0	0	1	5	2	55	0	0	0	10	-1	-1	0	0	0	0	0	1	0	1	0
0	540	0	30	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	794,251.65	-50.69	1	1,697,167.00	6	1	3	2	39	-1	0	0	99	-1	-1	0	0	1	1	1	1	0	1	0
0	541	1	23	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	860,119.12	-36.74	0	0	0	1	3	1	61	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	542	0	33	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	839,643.80	9.87	0.08	214,830.38	0.76	3	2	2	38	1	1	1	10	-1	2	1	0	0	0	1	1	0	1	0
0	543	1	30	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,172,530.98	14.61	0	0	0	1	3	2	38	1	0	0	7	-1	1	0	0	2	0	1	1	0	1	0
0	544	1	17	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	483,024.00	-29.17	0	0	0	3	2	1	26	0	0	1	10	3	1	0	0	0	0	0	0	1	0	0
0	545	0	5	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	191,081.00	7.49	0	0	0	1	99	1	-1	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	546	0	12	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	570,212.54	25.01	0.1	209,525.06	1.03	2	3	1	25	-1	0	0	10	-1	-1	0	0	0	1	1	0	1	1	0
0	547	0	5	24,390,649	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	839,623.13	15.76	0	0	0	1	3	1	52	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	548	0	24	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,330,174.19	12.89	0	0	0	1	3	2	29	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
1	549	0	12	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	499,893.39	11.16	0	0	0	1	5	1	58	0	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	550	1	21	24,390,649	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	688,963.03	16.23	0.11	288,349.99	1.19	2	2	1	32	-1	0	0	10	-1	-1	0	0	1	0	1	1	0	1	0
0	551	1	25	24,390,648	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	944,073.42	-33.62	0.08	492,730.80	0.8	2	5	2	41	0	0	0	10	-1	5	0	0	0	0	1	1	0	1	0
0	552	1	13	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	810,091.99	-22.53	0.07	320,234.56	0.64	3	5	1	32	0	0	1	10	3	1	0	0	0	1	1	1	0	1	0
1	553	0	1	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	58,948.00	7.49	0	0	0	1	3	1	3	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	0	0
0	554	1	10	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	3,252,350.66	44.65	0	0	0	1	3	2	33	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	555	1	3	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	149,024.09	-10.42	0	0	0	3	2	2	40	0	0	0	8	3	1	1	0	0	1	1	1	0	1	0
0	556	1	35	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3,001,889.00	9.38	0	0	0	1	2	2	59	0	0	0	8	-1	1	0	0	0	0	1	1	0	1	0
0	557	0	37	24,390,648	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1,754,466.80	18.44	0	0	0	1	3	2	56	2	0	0	7	-1	2	0	0	2	1	0	0	1	1	0
0	558	0	1	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	92,324.00	7.49	0	0	0	1	5	2	65	0	0	0	99	3	2	0	0	0	0	0	0	1	0	0
0	559	0	28	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	647,104.91	12.18	0	0	0	1	99	1	-1	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	560	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	487,811.81	6.45	0	0	0	1	99	1	51	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	561	0	12	24,390,648	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	355,677.00	-0.13	0	0	0	1	3	1	43	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	562	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	503,145.32	9.57	0	0	0	1	3	2	34	0	0	0	10	-1	-1	0	0	0	0	0	1	0	0	0
0	563	0	58	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	783,986.91	-50.69	1	34,311.00	21	1	3	2	36	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	564	0	19	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	758,638.71	-6.66	0	0	0	1	3	1	30	1	0	0	10	-1	5	0	0	0	0	0	0	1	1	0
0	565	0	0	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	300,219.09	7.49	0	0	0	1	3	99	-1	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
1	566	0	4	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	395,868.20	11.16	0	0	0	1	5	1	24	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	567	0	22	24,390,651	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	2,556,808.85	17.42	0.12	869,215.82	1.18	2	3	1	49	-1	0	0	7	-1	2	0	0	0	0	1	1	0	1	0
0	568	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	804,841.43	11.16	0	0	0	1	5	1	48	3	0	0	7	2	2	1	0	0	0	1	1	0	1	0
0	569	0	21	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,376,727.04	-24.56	0	0	0	3	5	2	31	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	570	1	33	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3,086,972.00	-3.84	0	0	0	1	3	2	42	0	0	0	8	-1	2	0	0	0	0	1	0	1	1	0
0	571	1	15	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,315,590.08	-69.74	0	0	0	1	3	1	29	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	572	1	49	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,397,865.00	-22.46	0	0	0	1	3	1	27	0	0	0	8	-1	1	0	0	0	0	0	0	1	1	0
0	573	0	6	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	712,486.43	-29.17	0.07	295,343.20	0.72	2	2	1	24	1	1	1	10	-1	5	0	0	0	0	1	1	0	1	0
0	574	0	20	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	686,519.87	-43.95	0	0	0	1	5	1	23	-1	0	0	10	-1	1	0	0	0	0	0	0	1	0	1
0	575	1	22	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1,954,639.00	-3.84	0	0	0	1	5	1	64	0	0	0	8	-1	-1	0	0	0	1	1	1	0	1	0
0	576	1	15	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	103,719.60	20.57	0	0	0	1	99	2	-1	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	577	1	21	24,390,653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,070,324.22	7.49	0.29	2,159,243.42	17.54	2	2	1	48	2	0	0	8	-1	5	0	0	0	0	1	1	0	1	0
0	578	1	1	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2,317,012.00	-41.32	0	0	0	1	2	2	49	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	579	1	52	24,390,649	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1,428,305.00	-1.46	0	0	0	1	5	1	47	0	0	1	8	-1	-1	0	0	0	0	1	1	0	1	0
0	580	0	0	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	822,453.63	-36.74	0	0	0	1	3	1	63	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	581	0	15	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	653,476.03	25.01	0	0	0	1	6	2	36	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	582	0	53	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	943,201.73	-0.13	0.06	299,227.51	0.76	2	3	1	41	3	0	0	10	-1	1	1	0	0	0	0	1	0	0	0
1	583	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	296,650.50	7.49	0	0	0	1	4	1	-1	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	584	0	11	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	517,906.21	-14.28	0	0	0	1	5	1	46	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	585	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	652,424.00	5.79	0	0	0	1	2	1	29	-1	0	0	10	-1	-1	0	0	0	0	0	1	0	0	0
0	586	0	1	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,041,959.02	-1.51	0.25	1,197,259.02	1.75	3	5	2	27	1	1	0	8	3	1	0	0	0	0	1	1	0	1	0
0	587	0	12	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	816,321.67	15.4	0	0	0	1	3	2	29	0	0	0	10	-1	1	0	0	2	0	1	1	0	1	0
0	588	1	46	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,622,432.00	18.56	0	0	0	1	3	2	65	2	0	0	7	-1	2	0	0	0	0	0	0	1	1	0
0	589	0	32	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,604,269.64	9.38	0.17	679,383.65	1.55	2	2	2	55	1	0	1	8	-1	2	0	0	0	0	1	1	0	1	0
0	590	0	60	24,390,648	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	686,519.87	-43.95	0	0	0	1	5	1	28	0	0	1	10	-1	1	0	0	0	0	0	0	1	1	0
0	591	0	1	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,332,063.58	-1.51	0.35	1,397,325.28	2.39	2	2	1	24	0	0	0	8	-1	-1	0	0	0	0	1	0	1	1	0
0	592	1	20	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,039,868.36	-1.51	0.18	1,211,425.68	1.73	2	5	2	60	0	0	0	10	3	2	0	0	1	0	1	1	0	1	0
0	593	0	34	24,390,649	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1,273,823.47	27.07	0.18	570,384.98	1.69	2	2	1	41	1	0	0	8	-1	2	1	0	0	0	1	1	0	1	0
0	594	0	24	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1,324,844.89	-17.21	0	0	0	1	3	1	32	0	0	0	8	-1	1	0	0	1	0	1	1	0	1	0
1	595	1	52	24,390,648	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3,508,174.00	18.62	1	2,492,082.00	12	1	2	2	69	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
1	596	1	24	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,047,374.04	-1.51	0	0	0	1	6	1	35	0	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
1	597	0	0	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	712,486.43	-29.17	0.07	295,343.20	0.72	2	2	1	27	1	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	598	1	23	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	661,390.85	-36.74	0	0	0	1	3	1	47	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	599	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,022,694.03	6.45	0.1	705,457.68	0.84	2	4	2	23	2	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
1	600	1	6	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	570,901.00	11.16	0	0	0	1	5	1	42	0	0	0	7	-1	2	0	0	1	0	1	1	0	1	0
0	601	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,356,222.63	-17.98	0.11	664,143.21	1.03	2	5	1	35	1	1	1	8	-1	5	0	0	0	0	1	1	0	1	0
0	602	0	12	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,248,672.93	6.58	0	0	0	1	3	2	26	0	0	0	8	-1	-1	0	0	0	0	0	1	0	0	0
0	603	0	22	24,390,649	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	976,747.31	25.01	0.21	806,343.01	1.63	3	2	1	28	0	0	1	8	-1	1	0	0	5	0	1	1	0	1	0
0	604	0	35	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,028,897.34	33.43	0	0	0	1	3	1	40	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	605	1	10	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,528,650.00	5.79	0	0	0	3	2	1	30	0	0	1	10	3	1	0	0	0	0	1	1	0	1	0
1	606	1	45	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1,356,222.63	-17.98	0.11	664,143.21	1.03	3	5	1	31	0	0	0	8	-1	1	0	0	0	0	1	1	0	1	0
0	607	0	23	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	959,236.18	-71.84	1	0	5	2	2	1	49	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	608	0	0	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	755,757.88	-1.51	0.24	655,175.20	1.97	2	2	2	27	0	0	0	10	-1	1	0	0	0	0	1	0	1	0	0
0	609	1	10	24,390,649	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	817,860.51	15.09	0	0	0	1	5	2	37	-1	0	1	8	-1	-1	0	0	0	0	1	1	0	1	0
0	610	1	44	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	849,900.43	-15.1	0.08	536,403.92	0.89	2	2	1	50	3	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
0	611	1	14	24,390,651	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1,646,193.84	-71.84	0	0	0	1	2	1	53	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	612	1	13	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	837,344.94	34.97	0.09	268,656.65	1.08	2	3	1	46	-1	0	0	10	-1	-1	1	0	0	0	1	1	0	1	0
1	613	1	2	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	356,622.00	11.16	0	0	0	1	4	1	37	1	0	0	10	-1	5	0	0	0	0	0	1	0	0	0
0	614	1	20	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	576,588.00	-6.78	1	3,834,687.00	13	2	2	2	53	2	0	0	10	-1	2	0	0	0	7	1	1	0	1	0
0	615	0	48	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	849,900.43	-15.1	0	0	0	1	2	1	47	5	0	0	10	-1	5	0	0	0	0	1	1	0	1	0
0	616	1	2	24,390,652	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	191,081.00	9.57	0	0	0	1	3	2	37	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	617	1	40	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,273,823.47	27.07	0.18	570,384.98	1.69	2	2	1	52	2	0	0	8	2	2	0	0	0	0	1	1	0	1	0
0	618	0	20	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	495,807.26	-19.24	0	0	0	1	3	1	30	0	0	0	10	-1	1	0	0	0	0	0	0	1	1	0
1	619	0	13	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,499,129.75	-27.28	0.22	975,579.69	1.86	3	2	1	41	0	0	0	8	-1	1	0	0	2	1	1	1	0	1	0
1	620	1	5	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	618,940.00	7.49	0	0	0	1	99	1	27	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	621	1	24	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,288,124.93	25.49	0.15	501,818.31	1.59	2	5	2	61	1	0	1	8	-1	5	0	1	0	1	1	1	0	1	0
0	622	0	5	24,390,653	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	991,582.00	7.49	0	0	0	1	3	1	79	2	0	0	7	-1	2	0	0	0	1	1	1	0	1	0
0	623	1	20	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,027,312.57	25.01	0	0	0	1	4	1	61	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	624	0	18	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,223,125.95	25.49	0	0	0	1	5	2	45	0	0	0	8	-1	-1	0	0	1	0	1	1	0	1	0
0	625	1	2	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,039,914.00	6.45	0	0	0	1	6	1	23	-1	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	626	1	10	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	362,465.00	7.49	0	0	0	1	3	1	19	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	627	1	11	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	2,468,463.87	16.24	0	0	0	1	2	1	54	3	0	0	7	-1	-1	0	0	0	0	1	1	0	0	0
0	628	0	7	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	965,212.61	34.49	0.07	147,210.14	0.95	2	4	1	44	2	0	0	10	-1	5	0	0	0	0	1	1	0	1	0
0	629	0	0	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	726,823.61	14.61	0	0	0	1	3	1	39	-1	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	630	1	4	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	855,383.41	23.57	0	0	0	1	5	1	54	0	0	0	99	-1	-1	0	0	0	0	1	0	1	1	0
0	631	0	12	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1,032,965.19	-35.9	0.1	688,689.46	0.86	2	2	2	54	2	1	1	8	-1	2	0	0	1	0	1	1	0	1	0
0	632	1	27	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,371,780.04	-17.25	0.19	877,359.29	1.59	2	5	1	30	0	0	0	8	3	5	0	0	0	1	1	1	0	1	0
0	633	1	21	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	967,245.81	7.49	0	0	0	1	5	2	-1	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	634	1	31	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,243,132.00	6.45	0	0	0	1	4	2	26	0	0	0	8	-1	1	0	0	0	0	1	1	0	1	0
1	635	1	8	24,390,649	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	764,160.65	-0.87	0.1	416,982.21	1.06	3	5	1	34	2	1	1	10	-1	2	0	0	0	0	1	1	0	1	0
0	636	0	44	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,398,996.90	18.42	0	0	0	1	6	2	34	0	0	0	8	-1	2	0	0	0	0	0	0	1	1	0
0	637	1	21	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,382,079.70	7.49	0	0	0	1	5	1	-1	0	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	638	1	2	24,390,649	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	233,373.00	33.6	0	0	0	2	2	1	51	2	1	1	7	3	1	0	0	0	0	1	0	1	1	0
0	639	1	17	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	842,099.63	6.45	0	0	0	1	4	2	30	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	640	0	24	41,489,489	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	249,168.19	7.49	0.1	104,260.08	0.4	3	2	1	32	0	0	0	7	-1	1	0	0	0	0	1	1	0	1	0
0	641	0	0	24,390,648	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	728,753.61	-31.1	0.05	284,678.59	0.49	3	5	2	28	0	0	0	10	-1	5	0	0	0	0	1	1	0	1	0
0	642	0	6	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,586,207.15	-12.93	0	0	0	1	4	1	60	3	0	0	8	-1	2	0	0	0	0	1	1	0	1	0
0	643	1	20	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	527,997.87	-1.51	0.29	1,000,663.30	2.07	2	4	1	25	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	644	1	16	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	348,592.90	8.99	0	0	0	1	4	2	50	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	645	1	7	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,237,815.79	-23.51	0	0	0	1	4	2	64	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	646	0	36	24,390,648	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1,915,072.78	1.83	0	0	0	1	3	1	35	-1	0	0	7	-1	1	0	0	0	0	0	1	0	0	0
0	647	0	60	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,241,415.69	-22.46	0.1	533,305.28	0.93	2	3	1	24	-1	0	0	8	4	1	0	0	0	0	0	0	1	1	0
0	648	1	3	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	192,569.88	5	0	0	0	1	3	1	38	-1	-1	-1	99	-1	-1	0	0	1	0	1	1	0	1	0
0	649	0	12	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4,843,404.46	31.09	0	0	0	1	5	1	56	2	0	0	7	-1	2	0	0	0	0	0	0	1	1	0
0	650	0	1	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	740,300.30	11.37	0	0	0	1	5	1	41	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	651	0	7	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	849,900.43	-15.1	0	0	0	1	2	1	41	3	0	0	10	-1	2	0	0	0	0	0	0	1	1	0
0	652	1	2	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,648,339.00	11.16	0	0	0	1	3	1	24	-1	0	1	8	-1	-1	0	0	0	0	1	1	0	1	0
0	653	1	49	24,390,648	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1,572,030.74	-26.27	0.13	887,381.53	1.51	2	4	1	33	0	0	0	8	5	1	0	0	0	0	1	1	0	1	0
0	654	0	1	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	758,638.71	-6.66	0	0	0	1	3	1	31	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	655	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,495,048.21	-11.13	0	0	0	1	3	1	50	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	656	1	26	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	849,900.43	-15.1	0.08	536,403.92	0.89	2	2	1	48	0	0	0	10	-1	5	1	0	1	0	1	1	0	1	0
1	657	1	55	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	578,077.00	31.52	0	0	0	1	2	1	49	-1	0	0	8	-1	2	0	0	0	0	0	0	1	1	0
0	658	1	52	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	747,933.00	11.16	0	0	0	1	2	2	23	-1	0	0	8	-1	-1	0	0	0	0	0	0	1	1	0
0	659	1	18	24,390,648	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1,866,939.00	-7.59	0	0	0	3	4	2	38	0	0	1	7	3	1	0	0	0	0	1	1	0	1	0
0	660	0	37	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	467,827.10	-23.12	0.03	220,841.90	0.4	2	5	2	50	0	0	0	10	1	5	0	0	1	1	0	1	0	0	0
0	661	1	29	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	459,534.60	25.01	0	0	0	1	99	1	29	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	0	0
