Cross_Validation	Asegurado_id	Ind_Ramo_Canal_Vigente	Meses_Antiguedad_Ramo_Canal	Canal_Agrup_Id	Ind_Exequial	Ind_Accidentes_Personales	Ind_Automoviles	Ind_Hogar	Ind_SuRenta	Ind_MasVida	Ind_Soat	Ind_Renta_Educativa	Ind_Otros_Personales	Ind_Salud	Ind_Otros_Empresariales	Ind_Arrendamiento	Ind_Renta_Pensional	Ind_Desempleo	Ind_Vida	Produccion_Emitida_Grupo_Cliente	Porc_RT_Grupo_Cliente	Frecuencia_Anual_Siniestros_Grupo_Cliente	Monto_Pagado_Siniestros_Grupo_Cliente	Recencia_Meses_Ultimo_Siniestros_Grupo_Cliente	Cont_Compania_Cliente	Regional_Contacto_id	Sexo_id	Edad	Numero_Hijos	Ind_Dependientes_Menores18	Ind_Dependientes_Mayores18	Nivel_Ingreso_id	Nivel_Estudios_id	Estado_Civil_id	Ind_Independiente	Cont_Quejas	Cont_Peticion	Cont_Inquietud	Ind_Tipo_Negocio_Colectivo	Ind_Forma_Pago_Mensual	Ind_Forma_Pago_Anual	Ind_Tipo_Pago_Caja_Sura	Ind_Tipo_Pago_Financiacion_Sura
0	1037	1	52	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	712,486.43	-29.17	0.07	295,343.20	0.72	3	2	1	22	0	0	0	10	3	1	0	0	0	0	0	0	1	1	0
1	1038	1	8	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	540,745.00	-18.45	0	0	0	1	3	1	27	-1	0	0	10	-1	-1	0	0	0	0	0	1	0	1	0
0	1039	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,484,521.57	6.45	0	0	0	1	5	2	68	0	0	0	8	-1	-1	0	0	0	0	0	1	0	1	0
1	1040	0	26	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,495,048.21	-11.13	0	0	0	1	3	1	49	2	0	0	8	-1	1	0	0	0	0	0	0	1	1	0
0	1041	1	22	24,390,651	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	670,360.01	-69.74	0	0	0	1	3	1	38	-1	0	0	99	-1	-1	0	0	0	1	1	1	0	1	0
1	1042	1	45	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2,842,742.00	18.44	0	0	0	1	3	2	42	-1	0	0	7	-1	1	0	0	0	0	1	0	1	1	0
0	1043	0	10	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	677,072.93	11.16	0	0	0	3	4	2	33	1	1	0	8	3	1	0	0	0	0	1	1	0	1	0
0	1044	1	8	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	946,302.00	31.52	0	0	0	1	2	1	46	0	0	0	8	-1	-1	0	0	0	1	1	1	0	1	0
0	1045	0	27	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,292,829.20	7.49	0	0	0	1	2	1	70	5	0	0	8	-1	2	0	0	0	1	0	1	0	0	0
0	1046	0	7	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	622,385.00	-22.53	1	5,847,836.00	1	1	5	1	31	-1	0	0	10	-1	-1	0	0	1	0	0	0	1	0	0
1	1047	0	21	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	959,236.18	-71.84	0.19	835,690.67	1.8	2	2	1	50	0	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	1048	1	58	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,213,424.00	12.89	0	0	0	1	3	2	33	0	0	0	8	-1	2	0	0	0	0	0	0	1	1	0
0	1049	1	6	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4,991,096.00	20.68	0	0	0	1	3	2	38	-1	0	0	7	-1	-1	0	0	0	0	0	0	1	1	0
0	1050	1	14	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,985,839.00	-0.13	0	0	0	1	3	1	53	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1051	1	28	24,390,649	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1,221,907.11	35.99	0.12	420,093.59	1.24	2	3	1	50	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1052	1	35	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,114,842.78	-10.97	0.14	604,972.37	1.49	2	3	1	31	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1053	1	32	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114,970.00	5	0	0	0	1	3	1	29	-1	0	0	99	-1	-1	0	0	0	0	1	0	1	0	0
0	1054	1	17	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1,356,222.63	-17.98	0.11	664,143.21	1.03	2	5	1	33	1	0	0	8	-1	2	0	0	0	0	1	1	0	1	0
0	1055	1	52	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	767,918.00	-6.78	0	0	0	2	2	2	53	0	0	1	10	3	2	0	0	0	0	1	1	0	1	0
0	1056	0	0	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	570,212.54	25.01	0.1	209,525.06	1.03	2	3	1	24	-1	0	0	10	-1	-1	0	0	0	0	1	0	1	1	0
0	1057	0	0	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,202,534.52	27.88	0	0	0	1	3	1	33	-1	0	0	7	5	2	0	0	0	0	0	1	0	0	0
1	1058	0	24	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,332,141.73	-9.52	0.12	695,418.57	1.21	2	6	1	46	-1	0	0	8	-1	2	0	0	1	1	1	1	0	1	0
0	1059	0	36	24,390,649	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	754,120.96	25.64	0.1	281,064.79	0.93	2	2	1	42	1	1	1	10	3	5	0	0	0	0	1	1	0	1	0
0	1060	0	49	24,390,649	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1,868,498.12	3.35	0	0	0	2	5	1	45	2	0	0	7	3	2	1	0	2	0	1	1	0	1	0
0	1061	1	17	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,455,373.44	-14.32	0	0	0	1	4	1	50	0	0	0	99	-1	-1	0	0	0	0	1	0	1	0	0
0	1062	0	33	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	916,892.77	11.16	0	0	0	1	2	1	65	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1063	0	5	24,390,648	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1,028,897.34	33.43	0	0	0	1	3	1	54	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1064	1	6	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	372,427.00	68.26	0	0	0	1	3	1	23	-1	-1	-1	99	-1	-1	0	0	0	0	0	0	1	0	0
0	1065	1	30	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	70,135.82	-11.4	0	0	0	2	2	1	30	0	0	1	10	-1	1	0	0	0	0	1	1	0	1	0
0	1066	0	14	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,260,088.98	7.49	0.16	1,108,365.33	1.47	2	6	1	26	1	1	0	7	-1	1	0	0	0	0	1	1	0	1	0
1	1067	0	13	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,077,115.96	15.14	0.22	896,713.62	1.76	2	2	2	36	0	0	0	7	5	1	0	0	0	1	1	1	0	1	0
0	1068	0	24	24,390,653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,247,962.43	7.49	0	0	0	1	3	2	55	2	0	0	7	-1	2	0	0	0	0	1	1	0	1	0
0	1069	1	2	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	651,421.34	19.73	0.06	205,217.87	0.52	2	2	1	52	1	1	1	10	3	2	0	0	0	0	1	1	0	1	0
0	1070	0	4	24,390,649	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	855,383.41	23.57	0	0	0	1	5	1	42	0	0	1	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1071	1	10	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,559,964.00	-17.98	0	0	0	1	5	1	35	-1	0	0	8	-1	-1	0	0	0	0	0	0	1	0	0
1	1072	1	14	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,027,895.82	7.49	0.08	87,723.07	0.34	2	3	1	19	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1073	0	19	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	161,013.00	14.61	1	1,300,000.00	12	1	3	1	27	-1	0	0	10	-1	1	0	0	0	2	1	1	0	1	0
0	1074	0	22	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2,556,808.85	17.42	0	0	0	1	3	1	44	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	1075	1	10	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,625,137.00	-0.73	0	0	0	1	4	1	52	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	1076	0	31	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	646,357.05	11.43	0	0	0	1	3	2	46	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1077	0	33	24,390,652	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	683,081.34	7.49	0	0	0	1	6	1	41	1	0	0	7	2	5	0	0	0	0	1	1	0	1	0
0	1078	0	14	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,426,599.30	-27.17	0.16	930,477.85	1.7	2	4	1	43	1	1	1	8	3	1	0	0	0	0	1	1	0	1	0
0	1079	0	12	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	806,279.93	-29.6	0	0	0	1	3	2	56	0	0	0	99	-1	-1	0	0	0	0	0	0	1	1	0
0	1080	1	57	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1,419,723.00	11.16	0	0	0	1	3	1	66	0	0	0	8	-1	2	0	0	0	0	1	1	0	1	0
0	1081	0	33	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	758,638.71	-6.66	0.05	219,360.21	0.59	2	3	1	34	0	0	0	10	-1	5	0	0	1	2	0	0	1	0	1
1	1082	1	12	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	316,831.00	-0.13	0	0	0	1	3	1	44	1	0	0	10	2	1	0	0	0	0	1	1	0	1	0
1	1083	0	6	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	538,618.56	-4.5	0.06	172,923.45	0.57	3	2	1	20	0	0	0	10	2	1	0	0	0	0	0	0	1	0	1
0	1084	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,504,838.41	18.56	0	0	0	1	3	2	69	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
0	1085	1	22	24,390,649	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	920,000.00	3.35	0	0	0	2	5	1	64	3	0	1	7	4	2	0	0	0	0	1	1	0	1	0
0	1086	1	36	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	312,000.00	34.42	0	0	0	1	2	2	50	6	0	0	99	-1	5	0	0	1	0	1	1	0	1	0
1	1087	1	56	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,915,072.78	1.83	0.14	792,352.18	1.38	2	3	1	39	2	0	0	7	-1	2	0	0	0	0	1	1	0	1	0
0	1088	1	2	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,364,805.00	-118.39	0	0	0	1	3	1	28	-1	-1	-1	99	-1	-1	0	0	1	0	1	0	1	0	0
0	1089	1	49	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	943,201.73	-0.13	0.06	299,227.51	0.76	2	3	1	63	0	0	0	10	-1	-1	1	0	0	0	1	1	0	0	0
0	1090	0	24	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	931,599.58	31.52	0	0	0	1	2	1	55	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1091	0	0	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	548,175.54	25.01	0	0	0	1	3	1	23	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1092	0	12	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	772,666.08	14.61	0.05	274,188.41	0.44	2	2	1	50	2	0	0	10	3	2	0	0	4	1	1	1	0	1	0
0	1093	0	0	24,390,650	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	205,411.50	7.49	0	0	0	1	3	99	31	1	0	0	8	-1	5	0	1	0	0	1	1	0	1	0
0	1094	1	7	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	209,051.00	11.16	0	0	0	1	4	2	64	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1095	0	29	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	965,212.61	34.49	0.07	147,210.14	0.95	2	4	1	50	0	0	0	10	3	1	0	0	0	5	1	1	0	1	0
0	1096	1	57	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	379,682.00	10.88	0	0	0	3	2	1	45	1	1	0	8	3	1	0	0	0	1	0	1	0	0	0
0	1097	0	14	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	898,115.15	32.1	0	0	0	1	3	2	41	-1	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1098	1	36	24,390,648	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1,947,380.00	-0.73	0	0	0	1	4	1	48	1	0	1	7	5	5	1	0	0	1	1	1	0	1	0
0	1099	0	16	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	415,980.78	25.01	0	0	0	3	2	2	27	0	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
0	1100	1	26	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,585,676.00	15.14	2	-6,074,409.00	2	3	2	2	39	0	0	0	7	4	1	0	0	0	0	1	1	0	1	0
0	1101	1	32	24,390,653	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,070,324.22	7.49	0.29	2,159,243.42	17.54	2	2	1	53	2	1	1	8	-1	5	0	0	0	6	1	1	0	1	0
0	1102	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	608,633.91	39.04	0.04	87,104.57	0.44	2	2	1	31	0	0	0	10	5	1	0	0	0	0	1	1	0	1	0
0	1103	1	11	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,754,466.80	18.44	0.13	589,974.98	1.28	2	3	2	47	0	0	0	7	-1	-1	0	0	0	0	0	0	1	1	0
1	1104	1	22	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	712,486.43	-29.17	0.07	295,343.20	0.72	3	2	1	28	0	0	0	10	-1	1	0	0	0	1	0	1	0	0	0
0	1105	1	17	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	421,358.25	31.77	0	0	0	3	2	2	56	0	0	0	10	3	1	0	0	2	0	1	0	1	0	0
0	1106	1	46	24,390,649	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	874,773.28	25.01	1	2,394,501.00	5	1	5	2	23	-1	0	0	99	-1	-1	0	0	1	1	1	1	0	1	0
0	1107	1	12	24,390,649	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,201,357.88	7.13	0.18	676,283.87	1.71	2	2	2	34	-1	0	0	8	3	-1	0	1	0	2	1	1	0	1	0
0	1108	1	18	24,390,649	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	845,535.42	25.01	0	0	0	2	5	2	25	0	0	0	8	-1	1	0	0	3	0	1	1	0	1	0
1	1109	1	59	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,582,256.00	16.16	0	0	0	1	2	2	47	0	0	0	7	-1	1	0	0	0	0	1	1	0	1	0
0	1110	0	5	24,390,649	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	688,963.03	16.23	0.11	288,349.99	1.19	2	2	1	30	0	0	0	10	-1	5	0	0	1	0	1	0	1	1	0
1	1111	1	46	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	3,352,446.00	20.68	2	5,216,056.00	11	1	3	2	35	0	0	1	7	-1	2	0	0	2	2	1	1	0	1	0
0	1112	0	18	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,915,072.78	1.83	0	0	0	2	3	1	36	0	0	0	7	-1	1	0	0	0	0	1	1	0	1	0
0	1113	0	23	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	665,087.75	14.61	0	0	0	2	3	1	48	1	1	1	10	-1	2	0	0	0	1	1	1	0	1	0
0	1114	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	937,221.15	6.45	0	0	0	1	4	1	22	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
1	1115	1	14	24,390,648	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1,035,119.33	-11.4	0.07	366,930.69	0.77	2	3	2	62	0	0	0	10	3	1	0	0	0	0	0	1	0	1	0
0	1116	0	32	24,390,649	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1,593,066.48	18.63	0.18	758,000.13	1.75	2	5	2	46	0	0	0	7	-1	-1	0	0	0	0	1	1	0	1	0
1	1117	1	43	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	538,618.56	-4.5	0.06	172,923.45	0.57	3	2	1	22	0	0	1	10	-1	1	0	0	1	0	1	0	1	1	0
0	1118	1	5	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	298,901.00	19.73	0	0	0	2	2	1	51	2	0	0	10	-1	5	0	0	0	0	1	0	1	1	0
0	1119	0	12	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	583,903.58	11.16	0.04	208,471.08	0.42	3	5	2	34	1	1	0	8	-1	1	0	0	0	0	1	1	0	1	0
0	1120	1	7	24,390,648	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	762,716.78	-42.13	0.06	367,082.76	0.5	2	3	2	24	-1	0	1	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1121	1	51	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,754,466.80	18.44	0.13	589,974.98	1.28	2	3	2	40	1	0	1	7	-1	4	0	0	0	0	1	1	0	1	0
0	1122	1	3	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	739,932.09	-1.51	0	0	0	1	5	2	23	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1123	1	49	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,228,527.00	20.57	0	0	0	1	3	1	74	2	0	0	7	-1	2	0	0	1	0	1	1	0	0	0
0	1124	0	3	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,405,885.92	6.45	0	0	0	1	6	2	27	-1	0	0	8	-1	1	0	0	0	0	1	1	0	1	0
0	1125	0	10	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,963,948.35	15.6	0	0	0	1	2	1	38	0	0	0	7	-1	1	0	0	0	0	1	1	0	1	0
0	1126	1	35	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,874,578.00	7.49	0	0	0	1	4	99	21	0	0	0	99	-1	1	0	0	0	0	1	1	0	1	0
0	1127	0	13	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1,398,607.96	-1.51	0	0	0	1	3	2	-1	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1128	1	37	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,223,345.42	-0.38	0.15	505,916.90	1.49	2	3	1	29	0	0	0	10	-1	5	1	0	0	0	1	1	0	1	0
0	1129	1	29	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,617,038.00	44.65	0	0	0	1	3	2	33	-1	0	0	7	-1	-1	0	0	0	0	1	0	1	0	0
0	1130	0	13	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	781,257.40	31.77	0	0	0	1	2	2	63	1	0	0	10	-1	1	0	0	1	0	1	0	1	0	1
0	1131	1	5	24,390,648	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	2,163,479.00	10.46	1	437,697.00	2	1	6	2	57	0	0	0	8	-1	2	0	0	0	0	1	1	0	1	0
0	1132	1	10	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	244,991.99	7.49	0	0	0	1	3	99	22	-1	0	0	10	-1	-1	0	0	0	0	1	1	0	1	0
0	1133	0	6	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	564,631.59	7.49	0	0	0	1	4	1	27	-1	0	0	8	3	-1	0	0	0	0	0	0	1	1	0
0	1134	1	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,921,940.00	-6.66	1	3,195,043.00	10	1	3	1	35	-1	0	0	10	-1	-1	0	0	0	2	0	0	1	0	0
1	1135	1	3	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	849,900.43	-15.1	0.08	536,403.92	0.89	2	2	1	40	0	0	0	10	3	1	1	0	0	0	1	1	0	1	0
1	1136	1	8	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1,583,286.00	11.16	0	0	0	1	2	1	22	-1	-1	-1	99	-1	-1	0	0	0	0	0	0	1	1	0
0	1137	1	25	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	431,346.52	-64.7	0.04	212,465.81	0.53	2	5	1	23	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	0	1
0	1138	0	20	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,462,570.45	45.92	0	0	0	1	99	1	64	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1139	0	12	24,390,652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	388,261.60	11.16	0	0	0	1	4	1	21	-1	0	0	10	-1	-1	0	0	0	0	0	0	1	1	0
0	1140	0	0	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	758,638.71	-6.66	0.05	219,360.21	0.59	2	3	1	33	-1	0	0	10	2	2	0	0	0	0	1	1	0	1	0
0	1141	1	55	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	357,129.00	9.38	0	0	0	1	2	2	60	0	0	0	8	-1	1	0	0	0	0	1	1	0	1	0
0	1142	0	40	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,151,140.83	16.16	0	0	0	2	2	2	46	0	0	0	7	-1	1	0	0	0	0	1	0	0	1	0
0	1143	0	24	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1,081,672.90	19.61	0.07	287,047.32	1.01	2	3	1	71	0	0	0	10	-1	4	1	0	0	0	0	0	1	1	0
0	1144	0	3	24,390,652	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	608,633.91	39.04	0.04	87,104.57	0.44	2	2	1	39	-1	0	0	10	-1	-1	1	0	0	0	1	1	0	1	0
0	1145	1	14	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	760,653.51	5.79	0.06	217,295.69	0.71	2	2	1	32	0	0	0	10	-1	-1	1	0	0	4	1	1	0	1	0
0	1146	1	52	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,499,129.75	-27.28	0.22	975,579.69	1.86	2	2	1	41	0	0	0	8	-1	-1	0	0	0	1	1	1	0	1	0
0	1147	1	43	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	832,800.98	-57.79	0	0	0	1	4	2	29	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1148	1	33	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,098,970.09	7.49	0	0	0	1	3	99	21	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1149	0	52	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2,181,475.58	12.6	0	0	0	1	3	1	48	6	0	0	7	-1	2	0	0	0	0	0	1	0	0	0
0	1150	1	12	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3,507,093.00	-3.77	0	0	0	1	2	1	30	-1	0	0	7	-1	-1	0	0	0	0	0	0	1	0	0
0	1151	0	12	24,390,648	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	829,342.78	2.94	0.05	276,698.92	0.56	2	5	1	56	5	0	0	10	-1	2	0	0	0	0	1	1	0	1	0
0	1152	0	4	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1,324,844.89	-17.21	0	0	0	2	3	1	39	2	1	1	8	-1	5	0	0	1	0	1	1	0	1	0
0	1153	0	2	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	98,605.71	-69.74	0	0	0	1	3	1	34	0	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1154	1	7	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,364,646.59	27.16	0	0	0	2	2	1	59	3	0	0	7	-1	2	0	0	0	1	1	1	0	1	0
0	1155	0	0	24,390,648	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	775,323.99	6.45	0.07	377,117.51	0.84	2	6	1	25	1	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
0	1156	1	55	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	942,557.37	50.5	0	0	0	1	99	1	29	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
1	1157	1	42	24,390,648	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	203,121.00	2.94	0	0	0	2	5	1	41	1	0	0	10	-1	1	0	0	0	0	0	1	0	1	0
0	1158	0	7	24,390,652	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	359,041.95	11.16	0.02	62,263.45	0.16	2	4	2	48	0	0	0	10	-1	1	0	0	0	0	1	1	0	1	0
0	1159	1	10	24,390,649	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1,264,831.00	-1.46	0.15	781,588.36	1.28	2	5	1	47	0	0	0	8	-1	-1	0	0	0	0	1	1	0	1	0
0	1160	0	6	24,390,648	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	959,087.42	-6.78	0.09	373,483.43	0.93	2	2	2	44	0	0	0	10	-1	1	1	0	0	0	1	1	0	1	0
0	1161	1	21	24,390,648	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	839,643.80	9.87	0.08	214,830.38	0.76	2	2	2	37	1	0	0	10	4	2	0	0	0	0	0	0	1	1	0
0	1162	1	4	24,390,651	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	484,896.44	-118.39	0	0	0	1	3	1	24	-1	0	0	99	-1	-1	0	0	0	0	1	1	0	1	0
0	1163	0	0	24,390,650	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	708,766.93	7.49	0.04	6,399.50	0.77	2	6	2	27	-1	-1	-1	10	-1	-1	0	0	0	1	0	0	1	0	0
